state,week,vaccinated,fully_vaccinated
Wisconsin,2023-01-01,0.0,0.0
Wisconsin,2023-02-01,0.0,0.0
Wisconsin,2023-03-01,0.0,0.0
Wisconsin,2023-04-01,0.0,0.0
Wisconsin,2023-05-01,4386970.0,3981606.0
Wyoming,2021-01-01,47639.0,9321.0
Wyoming,2021-02-01,99849.0,54368.0
Wyoming,2021-03-01,156910.0,105052.0
Wyoming,2021-04-01,196453.0,160656.0
Wyoming,2021-05-01,0.0,0.0
Wyoming,2021-06-01,226911.0,198958.0
Wyoming,2021-07-01,241610.0,212230.0
Wyoming,2021-08-01,262132.0,223590.0
Wyoming,2021-09-01,280635.0,240814.0
Wyoming,2021-10-01,294284.0,254028.0
Wyoming,2021-11-01,310481.0,263763.0
Wyoming,2021-12-01,0.0,0.0
Wyoming,2022-01-01,331244.0,288335.0
Wyoming,2022-02-01,335582.0,292815.0
Wyoming,2022-03-01,0.0,0.0
Wyoming,2022-04-01,0.0,0.0
Wyoming,2022-05-01,337275.0,295802.0
Wyoming,2022-06-01,0.0,0.0
Wyoming,2022-07-01,0.0,0.0
Wyoming,2022-08-01,342903.0,300240.0
Wyoming,2022-09-01,0.0,0.0
Wyoming,2022-10-01,0.0,0.0
Wyoming,2022-11-01,350112.0,305397.0
Wyoming,2022-12-01,0.0,0.0
Wyoming,2023-01-01,0.0,0.0
Wyoming,2023-02-01,0.0,0.0
Wyoming,2023-03-01,0.0,0.0
Wyoming,2023-04-01,0.0,0.0
Wyoming,2023-05-01,353727.0,307619.0
